ENEMY,ROWID,CH1Pos,CH2Pos,CH3Pos,CH4Pos,CH5Pos
0,131724,1,0,3,2,4
0,131726,0,3,2,4,1
0,131729,4,3,1,2,0
0,131731,3,1,2,0,4
0,131734,1,3,4,0,2
0,131736,0,3,4,2,1
0,131737,4,3,0,1,2
0,131738,1,3,0,4,2
0,131742,4,3,2,1,0
0,131745,3,0,1,2,4
0,131746,4,2,1,0,3
0,131747,1,2,3,4,0
0,131748,0,2,3,4,1
0,131749,3,0,1,4,2
0,131751,0,1,4,2,3
0,131755,1,3,4,2,0
0,131758,3,4,2,1,0
0,131760,3,1,2,4,0
0,131761,1,0,3,4,2
0,131763,4,2,3,0,1
0,131765,3,1,0,2,4
0,131767,2,1,3,4,0
0,131768,4,3,1,0,2
0,131770,3,1,0,2,4
0,131774,4,0,1,2,3
0,131777,2,1,3,4,0
0,131780,0,3,1,4,2
0,131781,2,1,4,0,3
0,131786,0,2,1,4,3
0,131788,3,0,1,2,4
0,131793,4,0,1,3,2
0,131794,0,1,4,2,3
0,131796,0,2,3,1,4
0,131798,4,1,0,2,3
0,131799,4,0,2,3,1
0,131802,4,2,0,1,3
0,131803,3,4,1,2,0
0,131804,0,3,2,4,1
0,131806,2,0,4,3,1
0,131807,4,3,1,0,2
0,131808,1,4,0,3,2
0,131809,3,4,1,0,2
0,131816,4,1,3,0,2
0,131818,0,2,4,3,1
0,131819,3,1,4,2,0
0,131821,1,0,4,3,2
0,131822,4,3,1,0,2
0,131823,0,3,4,2,1
0,131825,0,3,2,1,4
0,131830,3,2,0,1,4
0,131831,0,2,4,3,1
0,131832,4,0,1,3,2
0,131837,4,3,0,2,1
0,131838,1,2,3,0,4
0,131842,3,1,0,4,2
0,131843,1,3,2,0,4
0,131846,2,0,3,4,1
0,131848,4,0,1,2,3
0,131850,1,3,2,0,4
0,131852,1,4,2,3,0
0,131855,3,2,4,1,0
0,131856,2,1,0,3,4
0,131857,4,1,2,0,3
0,131858,4,0,2,1,3
0,131861,2,1,4,3,0
0,131866,1,4,3,0,2
0,131867,3,0,2,1,4
0,131871,4,3,2,1,0
0,131875,4,0,3,1,2
0,131881,2,4,3,1,0
0,131882,0,3,2,4,1
0,131883,4,1,2,0,3
0,131885,4,0,2,1,3
0,131886,0,3,2,4,1
0,131887,0,3,1,4,2
0,131890,1,3,2,4,0
0,131893,0,2,4,3,1
0,131895,3,2,4,1,0
0,131901,1,4,2,3,0
0,131902,3,4,2,0,1
0,131905,4,2,1,0,3
0,131909,4,1,0,2,3
0,131912,2,0,1,3,4
0,131913,4,3,2,0,1
0,131915,1,3,2,0,4
0,131916,4,2,3,0,1
0,131917,0,4,1,2,3
0,131920,4,3,1,0,2
0,131922,3,2,0,4,1
0,131931,2,4,3,1,0
0,131932,1,2,0,4,3
0,131936,0,1,2,4,3
0,131939,0,4,3,1,2
0,131941,2,3,4,0,1
0,131942,2,0,4,3,1
0,131947,1,2,0,3,4
0,131952,4,3,0,2,1
0,131953,2,3,4,0,1
0,131954,2,1,3,4,0
0,131955,4,0,3,1,2
0,131957,4,3,1,2,0
0,131959,4,0,2,3,1
0,131962,0,4,2,1,3
0,131965,0,3,4,1,2
0,131967,2,1,3,4,0
0,131968,1,3,4,0,2
0,131969,4,1,0,2,3
0,131970,1,4,2,3,0
0,131971,3,4,2,1,0
0,131972,4,1,3,0,2
0,131974,4,3,1,2,0
0,131976,0,4,2,1,3
0,131977,1,2,0,4,3
0,131978,1,2,4,3,0
0,131979,3,1,4,0,2
0,131981,3,2,1,0,4
0,131983,3,1,2,4,0
0,131986,0,4,2,1,3
0,131990,1,4,0,3,2
0,131992,4,2,1,3,0
0,131993,1,2,0,3,4
0,131999,4,2,3,0,1
0,132001,2,0,1,4,3
0,132003,2,3,4,0,1
0,132004,3,1,2,4,0
0,132005,4,2,0,3,1
0,132006,3,1,2,0,4
0,132007,3,4,0,1,2
0,132009,4,1,0,3,2
0,132012,1,4,0,2,3
0,132013,3,1,0,4,2
0,132015,0,2,1,4,3
0,132020,3,0,1,2,4
0,132021,1,0,4,3,2
0,132027,1,4,3,2,0
0,132030,0,2,3,4,1
0,132031,4,1,0,3,2
0,132034,3,2,1,4,0
0,132035,4,0,1,3,2
0,132036,2,1,0,3,4
0,132037,3,0,2,1,4
0,132038,0,2,1,4,3
0,132042,0,1,2,3,4
0,132043,4,1,2,3,0
0,132045,2,0,4,3,1
0,132048,2,4,0,3,1
0,132050,3,1,4,2,0
0,132051,2,3,1,4,0
0,132059,4,0,2,3,1
0,132061,2,1,4,3,0
0,132062,1,4,3,0,2
0,132063,2,3,1,0,4
0,132068,3,4,1,2,0
0,132071,0,4,3,2,1
0,132073,3,4,1,0,2
0,132076,2,3,1,0,4
0,132078,2,0,1,3,4
0,132081,2,0,1,3,4
0,132085,3,2,0,4,1
0,132089,1,4,3,2,0
0,132090,4,2,1,0,3
0,132092,0,1,4,2,3
0,132093,0,1,4,2,3
0,132095,1,4,3,2,0
0,132098,1,2,4,3,0
0,132099,3,4,0,1,2
0,132106,2,1,3,4,0
0,132109,4,1,3,2,0
0,132110,4,1,0,2,3
0,132111,3,4,1,0,2
0,132115,0,2,3,4,1
0,132117,2,0,3,4,1
0,132118,2,0,3,4,1
0,132119,4,1,0,2,3
0,132131,1,3,0,4,2
0,132132,3,1,2,0,4
0,132133,4,1,2,0,3
0,132136,2,1,0,4,3
0,132141,4,1,2,3,0
0,132142,3,1,2,0,4
0,132144,3,4,1,2,0
0,132147,0,3,1,4,2
0,132148,2,3,1,4,0
0,132149,3,2,4,1,0
0,132151,2,0,1,4,3
0,132153,2,1,0,3,4
0,132155,4,3,1,0,2
0,132157,2,0,4,1,3
0,132161,1,2,3,4,0
0,132162,4,1,0,3,2
0,132163,2,4,1,0,3
0,132167,4,3,0,1,2
0,132170,0,4,3,2,1
0,132171,1,4,0,3,2
0,132175,2,1,0,4,3
0,132177,0,3,1,2,4
0,132179,1,2,3,4,0
0,132184,3,4,0,2,1
0,132187,4,0,3,1,2
0,132192,2,4,0,3,1
0,132195,1,2,0,4,3
0,132196,1,3,0,2,4
0,132198,4,1,0,2,3
0,132199,4,0,3,2,1
0,132200,1,0,4,2,3
0,132201,3,4,1,2,0
0,132202,2,0,4,1,3
0,132203,2,4,1,3,0
0,132204,0,3,4,1,2
0,132209,0,1,2,4,3
0,132213,2,1,3,4,0
0,132214,2,0,1,4,3
0,132217,3,4,0,1,2
0,132218,4,2,3,1,0
0,132223,1,0,3,2,4
0,132225,1,4,0,2,3
0,132228,1,3,0,4,2
0,132229,4,1,2,3,0
0,132233,4,2,1,0,3
0,132240,1,3,4,2,0
0,132241,0,4,3,2,1
0,132245,2,1,3,4,0
0,132249,4,2,3,1,0
0,132250,4,2,0,3,1
0,132251,0,4,3,2,1
0,132252,0,1,3,2,4
0,132253,3,0,1,2,4
0,132257,0,1,4,3,2
0,132258,0,1,2,4,3
0,132261,4,0,1,3,2
0,132262,4,0,2,1,3
0,132263,0,3,1,4,2
0,132264,1,0,2,3,4
0,132265,2,0,4,3,1
0,132267,4,3,2,0,1
0,132269,3,4,2,0,1
0,132272,4,2,0,1,3
0,132276,2,4,3,0,1
0,132280,3,1,4,2,0
0,132281,3,0,1,2,4
0,132290,1,2,4,3,0
0,132295,3,0,2,1,4
0,132298,1,4,3,0,2
0,132300,1,2,3,0,4
0,132302,1,3,2,0,4
0,132303,4,1,3,0,2
0,132311,4,0,2,3,1
0,132314,3,1,4,0,2
0,132316,0,2,4,3,1
0,132317,1,3,4,2,0
0,132318,2,3,0,4,1
0,132319,0,4,2,1,3
0,132321,0,3,2,1,4
0,132323,0,1,4,2,3
0,132326,0,2,1,4,3
0,132327,4,3,1,0,2
0,132328,4,0,1,2,3
0,132332,1,2,3,4,0
0,132335,2,3,0,1,4
0,132336,3,2,1,0,4
0,132338,1,2,0,3,4
0,132339,4,2,3,0,1
0,132345,3,4,2,1,0
0,132346,2,4,3,0,1
0,132349,3,1,4,0,2
0,132353,0,4,2,3,1
0,132358,1,3,4,0,2
0,132360,2,3,0,1,4
0,132361,0,3,4,2,1
0,132362,2,3,1,0,4
0,132366,2,1,4,0,3
0,132372,4,0,2,1,3
0,132376,4,2,0,1,3
0,132378,2,0,1,4,3
0,132379,3,4,0,2,1
0,132380,1,2,0,3,4
0,132382,1,0,2,3,4
0,132386,3,1,0,2,4
0,132387,1,0,3,4,2
0,132389,4,1,3,2,0
0,132390,1,4,3,2,0
0,132392,4,2,1,0,3
0,132393,4,3,0,2,1
0,132397,4,1,3,2,0
0,132398,4,2,1,3,0
0,132399,1,2,4,0,3
0,132400,3,2,1,4,0
0,132402,0,4,1,3,2
0,132403,3,4,1,0,2
0,132408,4,0,2,1,3
0,132409,3,4,2,1,0
0,132414,2,0,4,1,3
0,132415,4,3,0,2,1
0,132416,0,3,2,1,4
0,132419,4,3,1,0,2
0,132421,4,3,2,0,1
0,132426,0,2,1,3,4
0,132432,0,2,3,4,1
0,132434,0,4,3,1,2
0,132439,2,1,4,3,0
0,132441,0,3,1,2,4
0,132445,3,0,2,1,4
0,132446,4,3,0,2,1
0,132448,3,4,2,0,1
0,132449,1,0,2,4,3
0,132451,2,1,0,4,3
0,132452,4,2,1,0,3
0,132453,2,3,4,1,0
0,132457,3,1,2,4,0
0,132461,0,2,1,4,3
0,132462,0,1,4,3,2
0,132463,4,2,1,0,3
0,132466,0,2,3,4,1
0,132475,3,1,4,2,0
0,132477,4,0,2,1,3
0,132479,0,4,3,2,1
0,132483,3,4,0,2,1
0,132484,3,0,4,2,1
0,132486,2,3,0,4,1
0,132490,1,0,4,3,2
0,132491,2,0,3,4,1
0,132492,4,2,0,3,1
0,132493,3,1,2,0,4
0,132499,0,1,4,3,2
0,132506,2,0,3,4,1
0,132507,2,4,3,1,0
0,132511,4,0,2,3,1
0,132513,2,1,4,0,3
0,132515,1,0,4,3,2
0,132516,2,4,1,3,0
0,132519,0,4,2,3,1
0,132521,0,1,2,3,4
0,132531,4,0,1,3,2
0,132535,2,3,1,0,4
0,132537,2,0,3,4,1
0,132538,4,2,1,3,0
0,132543,3,0,1,2,4
0,132544,3,1,0,2,4
0,132549,1,3,2,4,0
0,132550,1,0,4,3,2
0,132558,2,4,3,0,1
0,132560,2,1,0,4,3
0,132561,4,3,2,0,1
0,132562,0,1,2,4,3
0,132563,0,4,2,1,3
0,132564,2,4,3,0,1
0,132566,4,2,0,3,1
0,132567,4,3,0,1,2
0,132569,1,2,3,0,4
0,132574,0,4,3,1,2
0,132575,1,0,3,4,2
0,132577,3,4,2,0,1
0,132583,2,0,1,3,4
0,132590,1,3,0,4,2
0,132595,2,0,1,4,3
0,132600,4,3,0,2,1
0,132604,0,4,1,2,3
0,132607,2,0,3,1,4
0,132608,4,2,0,3,1
0,132609,3,4,1,0,2
0,132612,2,0,1,4,3
0,132613,1,3,2,4,0
0,132614,2,3,0,1,4
0,132615,0,3,4,1,2
0,132616,1,3,4,0,2
0,132617,0,1,3,4,2
0,132618,0,4,3,2,1
0,132621,3,1,0,4,2
0,132624,4,3,0,2,1
0,132629,2,1,0,3,4
0,132635,3,2,1,0,4
0,132636,3,0,4,2,1
0,132639,3,2,0,4,1
0,132640,3,1,0,2,4
0,132641,3,2,4,1,0
0,132642,4,1,3,2,0
0,132644,0,1,3,2,4
0,132652,3,2,0,4,1
0,132657,2,3,0,1,4
0,132658,3,1,2,0,4
0,132659,4,3,0,2,1
0,132664,1,2,0,4,3
0,132666,4,0,1,2,3
0,132668,1,2,0,3,4
0,132669,2,0,4,3,1
0,132671,2,1,0,3,4
0,132674,1,0,2,3,4
0,132675,4,0,3,1,2
0,132676,2,3,4,0,1
0,132678,0,1,2,3,4
0,132680,2,4,1,3,0
0,132684,4,1,0,3,2
0,132688,3,4,0,2,1
0,132689,1,3,4,0,2
0,132690,0,2,3,4,1
0,132691,3,4,2,1,0
0,132692,4,0,1,3,2
0,132694,1,3,4,0,2
0,132696,0,3,4,1,2
0,132698,3,4,1,0,2
0,132700,4,0,3,2,1
0,132704,0,1,2,3,4
0,132708,4,2,3,0,1
0,132709,1,0,2,4,3
0,132719,3,2,4,0,1
0,132720,0,1,2,3,4
0,132721,3,4,2,1,0
0,132724,3,1,2,0,4
0,132726,4,2,3,0,1
0,132730,2,1,0,3,4
0,132732,3,0,2,4,1
0,132733,0,4,2,1,3
0,132734,3,2,1,0,4
0,132735,3,4,2,0,1
0,132738,2,0,1,3,4
0,132740,4,0,3,1,2
0,132743,4,3,1,0,2
0,132745,0,3,4,2,1
0,132750,2,4,3,1,0
0,132758,4,1,3,0,2
0,132760,1,4,3,2,0
0,132764,0,2,3,4,1
0,132765,2,1,4,3,0
0,132766,2,1,4,3,0
0,132769,0,2,1,3,4
0,132771,1,2,4,0,3
0,132774,1,0,4,2,3
0,132775,4,1,3,2,0
0,132776,1,4,2,3,0
0,132780,3,1,0,4,2
0,132785,1,2,4,0,3
0,132786,4,0,1,3,2
0,132789,3,2,1,0,4
0,132790,3,4,0,2,1
0,132794,4,2,3,1,0
0,132797,1,2,0,4,3
0,132798,0,3,4,1,2
0,132799,2,3,4,1,0
0,132801,3,1,2,4,0
0,132802,2,0,1,4,3
0,132803,0,3,4,1,2
0,132808,0,2,4,3,1
0,132809,0,1,2,3,4
0,132810,2,0,4,3,1
0,132811,2,1,4,3,0
0,132814,1,3,0,2,4
0,132818,0,2,4,3,1
0,132819,1,4,2,0,3
0,132820,3,0,1,2,4
0,132823,0,2,4,1,3
0,132824,1,4,2,3,0
0,132825,2,4,0,1,3
0,132826,3,4,1,2,0
0,132831,2,3,0,1,4
0,132832,3,1,4,0,2
0,132833,4,3,0,1,2
0,132835,2,0,1,3,4
0,132839,4,3,0,2,1
0,132842,3,4,2,0,1
0,132844,4,1,3,2,0
0,132847,0,3,1,2,4
0,132852,3,4,0,1,2
0,132854,4,0,1,2,3
0,132855,4,1,0,2,3
0,132856,2,3,0,4,1
0,132858,4,2,0,1,3
0,132859,3,2,4,0,1
0,132860,2,0,4,1,3
0,132865,4,3,2,0,1
0,132866,3,4,0,2,1
0,132868,1,0,3,2,4
0,132870,0,4,2,3,1
0,132871,0,1,4,3,2
0,132872,0,2,4,1,3
0,132875,1,2,0,3,4
0,132876,1,2,4,0,3
0,132877,1,2,4,3,0
0,132879,4,0,3,2,1
0,132882,3,0,2,4,1
0,132883,2,3,0,4,1
0,132884,1,3,4,0,2
0,132885,0,2,1,4,3
0,132887,4,0,2,3,1
0,132888,2,1,3,0,4
0,132890,0,1,4,3,2
0,132893,1,2,3,4,0
0,132895,0,1,4,3,2
0,132897,2,0,1,3,4
0,132901,1,3,0,4,2
0,132903,4,2,0,1,3
0,132909,2,0,3,4,1
0,132915,1,0,2,4,3
0,132922,2,4,3,0,1
0,132923,0,2,1,3,4
0,132924,3,1,4,0,2
0,132928,2,4,3,1,0
0,132930,3,2,1,0,4
0,132932,0,2,1,3,4
0,132944,2,0,3,1,4
0,132945,4,2,0,1,3
0,132948,0,4,3,1,2
0,132949,3,0,2,1,4
0,132951,2,0,1,4,3
0,132953,3,4,1,2,0
0,132955,4,3,0,1,2
0,132957,4,3,0,2,1
0,132958,2,3,0,1,4
0,132959,2,0,3,1,4
0,132962,1,4,0,3,2
0,132974,1,3,0,4,2
0,132977,1,2,0,4,3
0,132981,2,4,3,1,0
0,132982,0,3,4,2,1
0,132987,1,3,0,4,2
0,132992,1,2,3,0,4
0,132995,0,3,4,2,1
0,132998,0,2,4,1,3
0,133000,0,2,4,3,1
0,133002,4,2,0,1,3
0,133003,1,3,4,0,2
0,133006,3,0,2,1,4
0,133007,1,0,2,4,3
0,133009,3,0,1,2,4
0,133010,2,3,1,4,0
0,133018,3,1,4,2,0
0,133022,3,4,2,0,1
0,133024,1,3,4,2,0
0,133025,1,0,4,3,2
0,133026,2,3,4,1,0
0,133029,0,2,4,3,1
0,133030,2,1,0,4,3
0,133034,3,2,0,1,4
0,133039,1,4,3,2,0
0,133042,1,0,3,4,2
0,133046,3,2,4,1,0
0,133048,1,4,2,0,3
0,133049,3,4,0,1,2
0,133050,0,1,3,2,4
0,133051,3,4,1,2,0
0,133055,0,2,1,3,4
0,133056,4,2,1,3,0
0,133058,2,0,3,4,1
0,133070,2,3,4,0,1
0,133073,2,0,3,1,4
0,133075,0,2,3,4,1
0,133078,2,4,1,3,0
0,133080,3,4,1,2,0
0,133088,0,4,1,2,3
0,133089,1,4,0,3,2
0,133091,1,3,4,2,0
0,133095,1,3,0,4,2
0,133097,3,1,0,4,2
0,133100,0,4,1,3,2
0,133101,1,2,0,3,4
0,133106,4,3,1,2,0
0,133110,4,1,0,3,2
0,133112,2,1,4,3,0
0,133113,4,0,2,3,1
0,133114,4,3,1,0,2
0,133115,4,3,1,0,2
0,133116,4,2,3,0,1
0,133117,2,0,1,4,3
0,133119,2,4,3,1,0
0,133120,3,2,4,0,1
0,133123,2,1,4,3,0
0,133126,2,3,1,4,0
0,133128,0,3,4,1,2
0,133129,2,3,4,0,1
0,133130,0,1,4,2,3
0,133132,1,2,0,3,4
0,133135,3,4,2,1,0
0,133137,2,4,3,1,0
0,133139,2,0,4,1,3
0,133140,0,4,1,3,2
0,133144,4,1,0,2,3
0,133147,1,4,3,2,0
0,133148,4,0,3,1,2
0,133149,2,4,3,0,1
0,133150,4,1,3,2,0
0,133152,4,0,2,1,3
0,133155,0,4,2,1,3
0,133159,4,1,3,2,0
0,133164,2,3,4,0,1
0,133165,2,3,4,0,1
0,133167,4,3,0,1,2
0,133168,1,4,3,2,0
0,133169,3,4,1,2,0
0,133172,0,3,2,1,4
0,133177,1,4,3,2,0
0,133178,0,2,4,3,1
0,133183,4,3,2,1,0
0,133185,2,4,3,1,0
0,133186,3,4,1,0,2
0,133188,4,3,1,0,2
0,133190,1,4,3,2,0
0,133194,2,4,3,1,0
0,133195,0,2,1,3,4
0,133196,0,4,2,1,3
0,133197,0,3,1,2,4
0,133198,2,4,0,3,1
0,133199,1,3,4,0,2
0,133201,1,0,4,2,3
0,133204,4,3,0,2,1
0,133205,2,3,4,0,1
0,133209,2,4,3,0,1
0,133211,1,2,0,4,3
0,133213,3,1,2,4,0
0,133221,3,4,0,2,1
0,133223,0,3,1,4,2
0,133224,0,1,4,2,3
0,133230,2,0,4,1,3
0,133231,4,2,3,0,1
0,133233,4,3,2,1,0
0,133239,0,3,1,4,2
0,133243,1,0,2,3,4
0,133248,3,2,1,4,0
0,133252,0,3,1,2,4
0,133254,1,0,4,2,3
0,133257,2,0,4,3,1
0,133258,0,3,1,2,4
0,133259,1,2,4,3,0
0,133260,4,2,0,1,3
0,133261,0,1,3,4,2
0,133263,1,2,4,3,0
0,133266,1,0,3,2,4
0,133275,2,0,1,3,4
0,133278,3,0,4,2,1
0,133279,2,0,1,3,4
0,133280,0,2,4,3,1
0,133281,1,3,2,0,4
0,133284,2,1,3,0,4
0,133285,1,0,4,2,3
0,133286,0,1,2,4,3
0,133287,4,2,3,0,1
0,133290,1,3,0,4,2
0,133292,3,2,4,1,0
0,133294,0,2,4,3,1
0,133296,2,4,3,0,1
0,133299,3,4,0,1,2
0,133300,2,3,0,1,4
0,133301,3,4,0,1,2
0,133302,3,2,1,0,4
0,133303,0,3,2,4,1
0,133304,1,4,0,3,2
0,133307,2,0,3,1,4
0,133311,0,2,4,3,1
0,133324,4,3,1,0,2
0,133325,0,1,3,4,2
0,133326,0,3,1,4,2
0,133328,3,2,1,4,0
0,133330,3,0,1,2,4
0,133332,1,4,2,3,0
0,133337,0,1,4,2,3
0,133338,2,3,1,4,0
0,133339,4,3,1,0,2
0,133346,1,2,3,0,4
0,133347,4,2,1,0,3
0,133348,4,2,1,3,0
0,133353,1,4,3,0,2
0,133354,3,1,2,4,0
0,133355,3,4,2,1,0
0,133356,0,2,1,3,4
0,133358,0,1,3,4,2
0,133359,1,3,2,0,4
0,133362,4,3,2,0,1
0,133366,3,4,1,0,2
0,133369,4,2,3,1,0
0,133370,4,0,2,3,1
0,133373,0,1,3,2,4
0,133374,1,2,3,0,4
0,133375,0,2,4,1,3
0,133379,4,1,0,2,3
0,133383,1,2,3,4,0
0,133385,4,2,0,3,1
0,133386,0,2,1,3,4
0,133387,2,4,3,0,1
0,133389,1,0,4,2,3
0,133391,2,3,4,1,0
0,133392,1,3,4,2,0
0,133394,2,4,0,1,3
0,133402,3,2,0,1,4
0,133404,1,3,2,0,4
0,133413,3,1,4,0,2
0,133415,4,0,1,2,3
0,133416,2,4,1,0,3
0,133417,3,2,4,0,1
0,133421,4,2,1,0,3
0,133422,3,1,0,2,4
0,133423,1,3,0,2,4
0,133425,0,3,2,1,4
0,133426,4,3,0,2,1
0,133427,1,2,4,0,3
0,133431,2,3,4,1,0
0,133432,0,3,1,4,2
0,133434,3,2,4,0,1
0,133437,1,3,4,0,2
0,133438,4,2,0,1,3
0,133442,0,4,2,1,3
0,133443,4,0,1,2,3
0,133445,4,3,2,0,1
0,133449,1,4,2,0,3
0,133455,0,2,1,3,4
0,133456,2,3,1,4,0
0,133461,1,4,2,3,0
0,133463,4,3,2,1,0
0,133464,2,4,0,1,3
0,133466,4,0,2,3,1
0,133468,2,3,1,0,4
0,133474,0,3,2,4,1
0,133477,3,4,2,1,0
0,133481,4,1,0,2,3
0,133482,3,2,4,0,1
0,133484,1,3,0,4,2
0,133485,0,4,2,1,3
0,133491,3,2,0,4,1
0,133495,4,0,2,3,1
0,133497,2,4,3,1,0
0,133499,2,1,4,3,0
0,133502,1,4,2,3,0
0,133504,4,3,0,1,2
0,133513,4,3,0,2,1
0,133516,0,1,3,2,4
0,133517,4,2,1,0,3
0,133518,1,3,0,2,4
0,133520,1,2,3,4,0
0,133521,3,1,4,2,0
0,133532,4,2,1,0,3
0,133536,3,4,1,0,2
0,133538,1,4,0,2,3
0,133539,3,4,1,0,2
0,133540,2,4,3,0,1
0,133542,2,3,1,0,4
0,133544,3,0,2,1,4
0,133546,3,0,2,4,1
0,133548,0,3,2,1,4
0,133551,1,0,3,2,4
0,133552,3,1,2,4,0
0,133554,1,4,3,2,0
0,133555,3,0,2,1,4
0,133556,3,2,0,4,1
0,133559,0,2,3,1,4
0,133560,4,0,2,3,1
0,133562,0,1,2,3,4
0,133563,4,1,0,3,2
0,133564,4,3,2,1,0
0,133567,3,2,0,4,1
0,133568,4,1,0,2,3
0,133569,4,2,1,0,3
0,133570,2,0,1,4,3
0,133571,3,0,4,1,2
0,133573,2,0,1,3,4
0,133574,2,1,3,0,4
0,133577,1,0,2,3,4
0,133580,3,4,0,1,2
0,133584,0,4,3,1,2
0,133586,2,1,3,4,0
0,133592,3,2,1,4,0
0,133595,0,3,2,4,1
0,133597,4,0,1,2,3
0,133599,3,0,4,2,1
0,133605,4,1,3,0,2
0,133616,3,2,0,4,1
0,133619,2,4,3,1,0
0,133621,4,0,3,2,1
0,133625,0,1,2,3,4
0,133626,0,4,3,2,1
0,133627,4,0,3,2,1
0,133631,3,0,2,1,4
0,133633,1,0,2,3,4
0,133634,2,0,3,1,4
0,133637,2,0,4,3,1
0,133638,0,4,1,2,3
0,133640,4,0,1,3,2
0,133647,2,3,4,1,0
0,133655,0,4,1,2,3
0,133657,3,2,0,1,4
0,133662,2,1,3,0,4
0,133666,4,3,2,1,0
0,133670,3,2,1,0,4
0,133672,0,2,1,3,4
0,133674,0,1,3,4,2
0,133675,1,3,4,0,2
0,133677,1,3,4,0,2
0,133690,0,3,1,4,2
0,133695,2,0,1,3,4
0,133698,0,1,4,2,3
0,133702,2,1,0,3,4
0,133705,3,4,2,1,0
0,133707,2,0,4,1,3
0,133708,3,4,2,1,0
0,133710,3,2,0,1,4
0,133718,4,3,0,1,2
0,133719,1,4,0,2,3
0,133724,0,1,4,3,2
0,133729,4,2,0,1,3
0,133732,2,4,3,0,1
0,133733,4,0,2,1,3
0,133734,3,4,0,1,2
0,133740,0,1,3,4,2
0,133741,2,3,4,1,0
0,133742,2,4,0,3,1
0,133744,1,2,3,0,4
0,133745,2,0,3,4,1
0,133746,3,0,2,4,1
0,133748,1,4,0,2,3
0,133749,4,1,2,3,0
0,133751,3,1,4,2,0
0,133752,0,4,1,3,2
0,133754,0,4,3,1,2
0,133755,4,0,3,1,2
0,133756,1,0,4,3,2
0,133757,4,1,2,0,3
0,133758,3,4,2,0,1
0,133760,0,3,2,1,4
0,133761,0,1,2,3,4
0,133764,1,0,2,4,3
0,133766,2,0,4,1,3
0,133767,3,4,2,0,1
0,133770,2,3,1,0,4
0,133773,1,0,3,4,2
0,133774,4,0,3,1,2
0,133775,2,1,0,4,3
0,133776,3,2,0,1,4
0,133777,1,2,3,4,0
0,133779,3,0,1,2,4
0,133780,3,4,0,1,2
0,133785,1,2,3,0,4
0,133787,2,3,0,1,4
0,133788,1,4,3,0,2
0,133790,0,3,4,1,2
0,133791,0,4,1,2,3
0,133797,2,0,4,3,1
0,133800,2,4,1,0,3
0,133802,0,2,4,1,3
0,133807,3,2,0,4,1
0,133808,4,3,1,2,0
0,133811,2,0,4,1,3
0,133814,3,2,1,0,4
0,133816,0,3,2,1,4
0,133821,4,3,1,2,0
0,133822,0,2,3,4,1
0,133823,1,4,0,2,3
0,133825,0,4,2,3,1
0,133826,2,1,4,0,3
0,133828,2,1,0,4,3
0,133829,3,4,0,2,1
0,133834,3,0,1,4,2
0,133835,4,0,2,3,1
0,133837,2,4,3,1,0
0,133838,1,0,4,3,2
0,133843,1,0,2,3,4
0,133845,4,1,2,3,0
0,133847,0,1,2,3,4
0,133850,4,3,1,2,0
0,133853,2,3,1,0,4
0,133855,2,0,1,4,3
0,133860,0,4,3,2,1
0,133861,2,3,4,1,0
0,133864,2,0,1,3,4
0,133865,0,4,3,1,2
0,133867,1,0,4,3,2
0,133869,4,1,2,0,3
0,133872,3,4,0,1,2
0,133877,0,4,1,2,3
0,133881,3,4,1,0,2
0,133883,0,4,1,3,2
0,133884,3,1,2,0,4
0,133887,3,2,1,4,0
0,133891,0,3,1,2,4
0,133893,3,4,2,1,0
0,133894,3,0,2,1,4
0,133896,3,4,1,0,2
0,133898,1,4,2,0,3
0,133902,2,1,3,4,0
0,133903,0,2,3,1,4
0,133904,4,2,3,1,0
0,133908,1,0,2,4,3
0,133910,3,0,2,1,4
0,133912,2,4,0,1,3
0,133913,2,0,4,3,1
0,133917,4,3,1,0,2
0,133918,2,1,0,4,3
0,133922,2,3,4,0,1
0,133925,1,4,0,2,3
0,133926,1,2,3,0,4
0,133928,0,4,2,1,3
0,133930,0,4,1,2,3
0,133931,4,0,1,3,2
0,133933,0,4,2,1,3
0,133938,2,3,0,4,1
0,133940,1,2,0,3,4
0,133947,0,4,2,1,3
0,133948,4,2,1,0,3
0,133951,2,4,0,3,1
0,133953,1,0,4,3,2
0,133956,3,0,1,4,2
0,133957,4,0,1,3,2
0,133962,2,4,0,1,3
0,133964,2,4,3,0,1
0,133965,3,1,0,2,4
0,133966,2,3,1,0,4
0,133967,0,4,2,3,1
0,133973,0,3,4,1,2
0,133976,3,1,0,2,4
0,133978,3,0,2,4,1
0,133980,0,4,2,1,3
0,133984,3,1,4,0,2
0,133985,0,1,4,3,2
0,133986,2,1,0,4,3
0,133988,4,3,2,0,1
0,133996,0,4,3,1,2
0,133999,4,3,2,1,0
0,134001,0,1,4,3,2
0,134002,2,1,3,4,0
0,134004,2,3,1,0,4
0,134009,4,3,1,2,0
0,134014,4,2,0,3,1
0,134016,0,4,2,1,3
0,134017,3,1,2,4,0
0,134019,1,0,3,4,2
0,134022,0,4,2,3,1
0,134023,1,3,2,4,0
0,134024,4,0,2,1,3
0,134031,1,4,2,0,3
0,134037,3,2,4,1,0
0,134044,0,2,1,3,4
0,134046,3,2,4,1,0
0,134047,1,3,0,4,2
0,134052,0,1,3,4,2
0,134053,4,0,2,1,3
